id,group,category,cer,utmos,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,dnsmos_p808,rtf,synth_seconds,audio_seconds,transcript
A28,pure_khmer,long_complex,0.7724867724867724,1.772226095199585,3.5524113646255575,3.179484029302423,2.7749475857116996,2.5618490255795994,2.3238,52.8793,22.7556,ប្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់
A29,pure_khmer,long_complex,0.8876404494382022,3.8741753101348877,3.6326409916978637,3.828053308711399,3.2147879052060397,3.568782329559326,2.3436,43.0988,18.3902,ខ្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម
A30,pure_khmer,long_complex,0.7604790419161677,3.8165602684020996,3.4220279928993973,3.037602780981179,2.56721929141447,3.173344683647156,2.3037,44.1848,19.1797,ខ្រាន់ក្រាន់ក្រាន់ក្រាន់ក្រាន់ក្រាន់ក្រាន់ក្រាន់ក្រាន់ក្រាន់ក្រាន់ក្រាន់ក្រាន់ក្រាន់ក្រាន់ក្រាន�
A31,pure_khmer,long_complex,0.8397435897435898,4.3232927322387695,3.6118957600733155,4.12002423276336,3.338179461249564,3.528111219406128,2.3074,12.2155,5.2941,ប្រាប់អានអាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អាន់អា
A32,pure_khmer,long_complex,0.7834394904458599,2.5048861503601074,3.63883816889934,4.062666846391592,3.393808384487926,3.476942777633667,2.3271,22.1542,9.5202,ខ្លាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប�
A33,pure_khmer,long_complex,1.0061349693251533,2.600963830947876,3.404267251634003,3.009747989215991,2.600704397772556,3.371880010554665,2.6484,125.8181,47.508,ខ្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្មក្ ប្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប�
A34,pure_khmer,question,1.930232558139535,3.0995147228240967,3.459685782608594,3.8033070001652347,3.0283598041591904,3.4543328285217285,2.7117,17.0006,6.2694,ដ្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម
A35,pure_khmer,question,1.2096774193548387,3.772145986557007,3.501147212827121,4.1243726140790775,3.2456639833878116,3.5524871008736745,2.6869,22.5853,8.4056,ខ្លាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប�
A36,pure_khmer,question,1.5961538461538463,3.436436176300049,3.6365401282442225,4.002786189461912,3.3367671185619674,3.7794002294540405,2.6367,14.5712,5.5263,ច្រាស់ក្រាស់ក្រាស់ក្រាស់ក្រាស់ក្រាស់ក្រាស់ក្រាស់ក្រាស់ក្រាស់ក្រាស់ក្រាស់ក្រាស់ក្រាស់ក្រាស់ក្រាស�
A37,pure_khmer,question,1.456140350877193,1.851650595664978,3.385229214842264,3.252980937993528,2.735933554014311,3.388250231742859,2.6632,23.7462,8.9165,ច្រូវត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្ត្�
A38,pure_khmer,question,1.456140350877193,4.164466857910156,3.6563247178004237,3.37590197079459,2.97050027630095,3.62527939251491,2.6617,21.5076,8.0805,ដែម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម
A39,pure_khmer,question,1.5666666666666667,3.0845580101013184,3.6208131047458996,3.875340518573191,3.2134874033661083,3.5823919773101807,2.636,12.8535,4.8762,ខ្លាប់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់ការបស់
A40,pure_khmer,question,1.9534883720930232,3.830537796020508,3.5332750571060725,3.9445441967542876,3.1665480625112075,3.227068305015564,2.6449,14.9852,5.6657,ខ្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម
A41,pure_khmer,exclamatory,1.7916666666666667,4.089476108551025,3.3810505171243417,3.3872116712819444,2.735397465611651,3.475570321083069,2.6323,7.4568,2.8328,ប្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រា។
A42,pure_khmer,exclamatory,1.7727272727272727,3.4218735694885254,3.410226156985213,3.0367060089951057,2.649636890020771,3.445389151573181,2.6895,17.8609,6.6409,គ្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប�
A43,pure_khmer,exclamatory,2.5142857142857142,3.586016893386841,3.7405880246801027,4.1273375909848955,3.4874539434420355,4.138590633869171,2.663,22.8793,8.5914,ខ្លាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប�
A44,pure_khmer,exclamatory,2.5945945945945947,3.3658759593963623,3.38941835561058,4.085342064837046,3.123168648942032,3.629794955253601,2.6673,18.2086,6.8267,ប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្រូប្�
A45,pure_khmer,exclamatory,1.396551724137931,3.38051438331604,3.7920171145038233,4.176316639537866,3.5512213383410796,3.7905322313308716,2.6635,21.1515,7.9412,ខ្លាប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប�
A46,pure_khmer,numbers_dates,0.8651685393258427,3.364816904067993,3.683450008846304,4.0167201635710175,3.3692023495498185,3.9829362630844116,2.6483,46.6113,17.6007,ល្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្នាក្�
A47,pure_khmer,numbers_dates,1.125,3.923825740814209,3.5807320027387814,4.0269917473928345,3.2941889005302576,4.013443470001221,2.6521,26.9733,10.1703,ដែ ដែ ដែ ច្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ្ថ�
A48,pure_khmer,numbers_dates,1.095890410958904,3.755251169204712,3.5668670061083843,3.9358968805236287,3.221880088302779,3.9066288471221924,2.6717,28.9096,10.8205,ខ្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម
A49,pure_khmer,numbers_dates,0.8735632183908046,2.427097797393799,3.4077246104934673,2.625689047941573,2.4349160257326963,2.948184013366699,2.6406,30.0437,11.3778,ស្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប�
A50,pure_khmer,numbers_dates,0.9090909090909091,3.837390661239624,3.652096819066117,4.131525333304483,3.386828020851509,3.8773608207702637,2.6369,15.1849,5.7585,ខ្លាប់ក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូវក្រូ�
B01,code_switched,single_word,0.9186046511627907,4.1213274002075195,3.7325833227167506,4.181481293323084,3.5079806355237517,4.00651535987854,2.6475,19.5492,7.3839,ខ្ល់ក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក្នៅក
B02,code_switched,single_word,0.935064935064935,4.415348529815674,3.6275186820278957,3.974562970169032,3.3054519552988353,4.262871742248535,2.623,12.3028,4.6904,ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប�
B03,code_switched,single_word,0.9885057471264368,3.747485876083374,3.7086811398171036,4.139274292786987,3.4470413232119137,3.6027594208717346,2.6991,23.0638,8.5449,ខ្លាប់ការស្សាស់ការស់ការស់ការស់ការស់ការស់ការស់ការស់ការស់ការស់ការស់ការស់ការស់ការស់ការស់ការស់ការស់ការស់�
B04,code_switched,single_word,0.9382716049382716,4.389449119567871,3.5513224068195655,3.8986652313826595,3.2037063527807206,3.8346261501312258,2.694,19.6419,7.2911,ខ្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម
B05,code_switched,single_word,1.8478260869565217,3.999851703643799,3.636081898329806,4.1477385983397035,3.4095489846331164,4.260803937911987,2.641,14.9632,5.6657,ស្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប�
B06,code_switched,single_word,1.4210526315789473,4.1204938888549805,3.7894487883828085,4.224914604090015,3.553030775358012,3.5969655513763428,2.6763,25.1061,9.3809,ប្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប�
B07,code_switched,single_word,1.2191780821917808,4.188082695007324,3.6830092391303246,4.169595178581791,3.428894516966981,4.078476031621297,2.6538,20.7049,7.8019,ប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្រើប្�
B08,code_switched,single_word,0.9534883720930233,3.833714246749878,3.423708918538132,3.8377459840734307,3.038598355788738,3.552267869313558,2.6642,16.2077,6.0836,ស្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់
B09,code_switched,single_word,1.0138888888888888,4.208333969116211,3.479223636263905,3.3871655313349542,2.848831148128568,3.899409850438436,2.667,17.2162,6.4551,ខ្លាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប់ប្រាប�
B10,code_switched,single_word,1.0128205128205128,4.063112735748291,3.6298662316988324,4.116408739734114,3.4361454952339154,4.329329013824463,2.6705,15.5021,5.805,ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប�
B11,code_switched,single_word,1.0921052631578947,4.3102641105651855,3.6160159022130394,3.8751643017690967,3.1966016249197398,3.795708696047465,2.6816,20.6729,7.709,ខ្លាប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប់ការប�
B12,code_switched,single_word,1.4821428571428572,4.076574325561523,3.422590902813639,3.970365889382073,3.071653351870361,3.940870940685272,2.6801,18.5451,6.9195,ឆ្រូស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស�
B13,code_switched,single_word,1.3968253968253967,4.114794731140137,3.669322101511888,4.174754173310747,3.457815616853992,3.76822566986084,2.6566,10.8569,4.0867,ខ្លាប់ក្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូវត្រូ�
B14,code_switched,single_word,1.2388059701492538,3.959177017211914,3.6551228001068243,3.9790418404209227,3.3518336747497837,3.9665151238441467,2.6793,17.793,6.6409,ច្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់កម្រាប់
B15,code_switched,single_word,1.28125,4.299923419952393,3.4692179205945104,3.564642946804395,2.881273653971801,3.764729678630829,2.6516,17.6091,6.6409,ដែលក្រាប់ម្រាប់ម្រាប់ម្រាប់ម្រាប់ម្រាប់ម្រាប់ម្រាប់ម្រាប់ម្រាប់ម្រាប់ម្រាប់ម្រាប់ម្រាប់ម្រាប់ម្
B16,code_switched,short_phrase,1.1764705882352942,3.966458320617676,3.4951304542372506,4.058644774896173,3.1988490610001206,3.8646457195281982,2.6702,31.1244,11.6564,ខ្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម
B17,code_switched,short_phrase,0.9,3.7579641342163086,3.7655955212692844,4.18681654434924,3.549626066995304,3.987281322479248,2.6943,14.6395,5.4335,ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លា។
B18,code_switched,short_phrase,0.9411764705882353,4.177196502685547,3.718796891236778,4.1166473554785465,3.4261334208012815,3.3619426488876343,2.6831,21.1824,7.8948,ប្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប់ក្រាប�
B19,code_switched,short_phrase,0.9883720930232558,3.6096630096435547,3.5880437196852375,3.9909318556903934,3.243302106671802,3.640483093261719,2.6831,19.5629,7.2911,ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប់ខ្លាប�
B20,code_switched,short_phrase,0.9390243902439024,4.301441669464111,3.7982879036399897,4.210359323989323,3.5894435518235417,4.321738123893738,2.6539,23.5406,8.87,ខ្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម្ម
